SF Link,Account Name,Status,Combined Activation Status,BW Plan,Monthly Spend,EC Customer,Signal,Website,City,State,Zip,Phone,Customer Type,Active Students,Billing Active (L30D)
0013u00001QXWJfAAP,NMPreK-C YDI Head start/Pre-K - Heights,Inactive Prospect,Onboarding,,,No,Name,http://www.ydinm.org,Albuquerque,New Mexico,87110,(505) 212-7318,,,
0013u00001Ix4Y1AAJ,Noah'S Ark Child Care Academy,Inactive Prospect,Onboarding,,,No,Website,https://noahsarkcca.com/head-start-preschool-program/,EUCLID,Ohio,44119,(216) 481-6700,,,
0013u00001gNM3RAAW,North Manhattan Head Start,Inactive Prospect,Onboarding,,,No,Name,NMPPCARES.org,New York,New York,10032,(212) 926-8264,,,
0013u00001YXGGoAAP,North Ridge Crossing Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",knoxvilleheadstart.org,Knoxville,Tennessee,37918,(865) 689-1183,,,
001Rd00000DKsMXIA1,Northeast South Dakota Headstart,Inactive Prospect,Onboarding,Free,,No,Name,,,South Dakota,,(605) 468-0075,Non-Target,6,
0013u00001P5czPAAR,Northumberland Area Headstart,Inactive Prospect,Onboarding,Inactive,,No,Name,www.csiu.org,Sunbury,Pennsylvania,17801-6710,(570) 495-4411,Single-Site,177,
001Rd00000E93Y6IAJ,Not Available,Inactive Prospect,Onboarding,,,No,Website,http://www.headstartworks.org/,South Point,Ohio,45680,3045259540,,,
0013u00001i79xVAAQ,Oahu Head Start Keiki Country I - Waianae HI Group Child Care Center,Inactive Prospect,Onboarding,,,No,"Name, Website",http://www.hcapweb.org/headstart/head-start-locations/,WAIANAE,Hawaii,96792,(808) 668-0411,,,
0013u00001SLpoQAAT,OCAB Elloree Head Start Center,Inactive Prospect,Onboarding,Free,,No,Name,www.ocabcaa.org,Elloree,South Carolina,29047,(803) 897-2673,,,
001Rd00000GXLAwIAP,Ohio Heartland Community Action Commission,Inactive Prospect,Onboarding,,,No,Website,https://www.ohcacheadstart.org/,Mansfield,Ohio,44902,17402623177,,,
0011I00000QLNQJQA5,Omaha Tribe Early Head Start,Inactive Prospect,Onboarding,,,No,Name,omahatribe.com,Macy,Nebraska,68039,(402) 837-4180,Non-Target,,
0011I00000b9nggQAA,Opportunities for Williamson & Burnet Counties Head Start,Inactive Prospect,Onboarding,,,No,Name,,,,,-5982,,,
0013u00001G8tfGAAR,OVO Head Start,Inactive Prospect,Onboarding,,,No,Name,ovoinc.org,Madison,Indiana,47250,18122654877,,,
0013u00001lNCEBAA4,Owsley County Early Head Start/ Head Start,Inactive Prospect,Onboarding,,,No,Name,owsley.kyschools.us,Booneville,Kentucky,41314,(606) 593-5101,,,
0013u00001kwhBBAAY,Ozark Arvac Head Start,Inactive Prospect,Onboarding,,,No,Name,arvacheapscart.org,Ozark,Arkansas,72949,4796670481,,,
001PB00000ZY3AbYAL,Pageland HeadStart,Inactive Prospect,Onboarding,,,No,Name,,,South Carolina,,18435179833,,,
001PB00000PC2FnYAL,Pal Quincy Headstart Program,Inactive Prospect,Onboarding,Free,,No,Name,https://www.schools.nyc.gov/schools/KBLK,Brooklyn,NY,11238,7186383316,,,
0013u00001m99a3AAA,Pampa Community Day Care Center Head Start,Inactive Prospect,Onboarding,Inactive,,No,Name,https://www.yellowpages.com/pampa-tx/mip/community-day-care-center-2359296,Pampa,Texas,79065,(806)665-0735,Multi-Site Parent,47,
001PB00000GNR9aYAH,Parkdale Sherwood Headstart Program Inc,Inactive Prospect,Onboarding,,,No,"Name, Website",http://headstartpei.ca/,Charlottetown,Prince Edward Island,C1A 5W6,902-892-5916,,,
0013u00001dVMBHAA4,Parksley Migrant Head Start,Inactive Prospect,Onboarding,,,No,Name,https://www.ecmhsp.org/virginia,PARKSLEY,Virginia,23421,19194200334,,,
001PB00000JX0zBYAT,Pascua Yaqui Tribe-Pascua Yaqui Head Start,Inactive Prospect,Onboarding,,,No,Name,adrianna.suarez@pascuayagui-nsn.gov,,Arizona,,(520) 838-7152,,,
0013u00001fALlOAAW,"Passaic Family Head Start, Inc.",Inactive Prospect,Onboarding,,,No,"Name, Website",http://www.passaicheadstart.org/,Passaic,New Jersey,7055,(973) 365-5808,,,
0013u00001aprY5AAI,Paul E. Slaton Head Start Center,Inactive Prospect,Onboarding,,,No,Name,bayou.com,Ruston,Louisiana,71270,318-255-2318,,,
0013u00001oAJtLAAW,"Peace, Inc.-Genesee Street Head Start",Inactive Prospect,Onboarding,,,No,"Name, Website",https://www.peace-caa.org/programs/hs/head-start/,Syracuse,New York,13204,3154880987,Non-Target,,
001Rd00000GXgLtIAL,Pearl Head Start,Inactive Prospect,Onboarding,,,No,Name,,,California,,707-295-2942,,,
0013u00001P40sCAAR,Peavine Little Owls Aboriginal Head Start Program,Inactive Prospect,Onboarding,,,No,Name,peavinemetis.com,PEAVINE,Alberta,T0G 1E0,780-523-4490,,,
0013u00001LMzWqAAL,Pee Dee CAP Head Start,Inactive Prospect,Onboarding,Free,,No,Name,peedeecap.org,Marion,South Carolina,29571-4556,843-309-3197,,,
0013u00001MGiHmAAL,Perry Head Start,Inactive Prospect,Onboarding,,,No,Name,ucapinc.org,Perry,Oklahoma,73077,(580) 336-4373,Non-Target,,
0013u00001PxddIAAR,PESHASTIN CENTER HEAD START,Inactive Prospect,Onboarding,,,No,Name,cdcsa.com,PESHASTIN,Washington,98847,5095487614,,,
001PB00000VOmpgYAD,Picayune Head Start,Inactive Prospect,Onboarding,,,No,Name,pcu.k12.ms.us,,Mississippi,,(601) 799-1716,,,
0013u00001SK0PoAAL,Picca Head Start Ohio Street Center,Inactive Prospect,Onboarding,Free,,No,Name,https://www.picca.info/,CIRCLEVILLE,Ohio,43113,(740) 474-9544,Non-Target,,
0013u00001byKshAAE,Pickens County Community Action Committee HEAD START EARLY LEARNING CENTER,Inactive Prospect,Onboarding,,,No,Name,http://www.caapickens.org/,CARROLLTON,Alabama,35447,2053671283,,,
0013u00001fZoUJAA0,Pine Belt Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",pinebelt-headstart.org,Jonesboro,LA,71251,3182592474,,,
0013u00001dVH2cAAG,Pine Belt Multi-purpose Agency Head Start - Bienville Center - Gibsland LA Child Day Care - Type III,Inactive Prospect,Onboarding,,,No,Name,,Gibsland,Louisiana,71028,(318) 843-6017,,,
001PB00000T8s7NYAR,Pinecrest Queenway Headstart Childcare Centre,Inactive Prospect,Onboarding,,,No,Name,pqchc.com,,Ontario,,613-791-2846,,,
0013u00001LK6ciAAD,Pittsylvania County Community Action Head Start,Inactive Prospect,Onboarding,,,No,Name,WWW.PCCAINC.ORG,CHATHAM,Virginia,24531,434-432-8911,,,
0013u00001SM51JAAT,PMS,Inactive Prospect,Onboarding,,,No,Website,https://www.pmsnm.org/locations/mountainair-head-start-torrance-county/,Highway 60 & Sunset Mountainair New Mexi,New Mexico,87036,5052586346,Non-Target,,
0013u00001MKgkyAAD,PMS Headstart - Moriarty,Inactive Prospect,Onboarding,,,No,Name,www.pms-inc.org,Moriarty,New Mexico,87035,(505) 832-1922,,,
001PB00000GsalFYAR,PRIDE Head Start,Inactive Prospect,Onboarding,,,No,Name,loganpride.com,Logan,West Virginia,25601,13047850279,,,
0013u000016rHtnAAE,PRIME TIME Head Start,Inactive Prospect,Onboarding,,,No,Name,primetimefamily.org,Monroe,Louisiana,71202,3182241736,,,
001Rd000002RijmIAC,Progress 2 Head Start,Inactive Prospect,Onboarding,,,No,Name,,Baton Rouge,Louisiana,70812,2258020217,,,
001Rd000002RijlIAC,Progress 2 Head Start,Inactive Prospect,Onboarding,,,No,Name,,Los Angeles,Louisiana,90001,(225) 802-0217,,,
0013u00001oRBeFAAW,PROJECT NOW,Inactive Prospect,Onboarding,,,No,Website,https://www.projectnow.org/head-start.php,MOLINE,Illinois,61265-1149,3097924555,,,
0013u00001G9v05AAB,Project Social Care Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",pscheadstart.com,Brooklyn,New York,11219,201-478-3072,,,
0013u00001arvj7AAA,Pulaski County Migrant Head Start Center,Inactive Prospect,Onboarding,,,No,Name,,Somerset,Kentucky,42501,(606) 451-2095,,,
0013u00001SKQXuAAP,Putnam County Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.putnam.k12.ga.us,Eatonton,Georgia,31024,17064858081,,,
0013u00001MZ05vAAD,Quad Area Head Start,Inactive Prospect,Onboarding,Free,,No,Name,http://www.quadarea.org/pgs/Page.php?PG=Programs,Jackson,Louisiana,70748,2253012229,,7,
0013u00001NNQCKAA5,Quad Area Head Start - Clinton LA Child Day Care - Type III,Inactive Prospect,Onboarding,,,No,Name,,Clinton,Louisiana,70722,(225) 683-4234,,,
0013u00001oBVm2AAG,Qualla Boundary Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",https://phhs.ebci-nsn.gov/head-start-early-head-start,Cherokee,North Carolina,28719,8284979008,,,
0013u00001QYm2kAAD,QUILEUTE HEAD START,Inactive Prospect,SaaS Only Activated,Inactive,,No,Name,quileutetribe.com,LA PUSH,Washington,98350,3603742631,Non-Target,56,
0013u00001gQEelAAG,Raleigh County Comm Headstart,Inactive Prospect,Onboarding,,,No,Name,rccaa.org,Beckley,West Virginia,25801,3042520688,Non-Target,,
0013u00001T3L51AAF,Randolph County Board Of Education Head Start,Inactive Prospect,Onboarding,Free,,No,Name,sowegak12.org,Cuthbert,Georgia,39840,(229) 732-5039,,,
0013u00001pAYVIAA4,Ravalli Early Head Start,Inactive Prospect,Onboarding,Free,,No,Name,,Missoula,Wyoming,59803,(406) 541-1442,,8,
0013u00001W3RXKAA3,Ravalli Head Start Inc,Inactive Prospect,Onboarding,,,No,"Name, Website",ravalliheadstart.org,Hamilton,MT,59840,4063631217,,,
0011I000016AR1SQAW,Rawleigh Elliott Head Start Center,Inactive Prospect,Onboarding,,,No,"Name, Website",www.headstartprogram.us/program/rawleigh-elliott-head-start-------center,Georgetown,Texas,78626,512-763-1400,,,
0013u00001WTBnBAAX,Rayne Head Start Center (our Mother Of Mercy/rayne Head Start) - Rayne LA Child Day Care - Type III,Inactive Prospect,Onboarding,,,No,Name,http://www.acadia.k12.la.us/ewes/,Rayne,Louisiana,70578,13377836377,,,
001PB00000W190QYAR,Red Lake Head Start,Inactive Prospect,Onboarding,Free,,Yes,Name,redlakenation.org,Red Lake,Minnesota,56671,12186793396,,,
0013u00001SLA3GAAX,Red Springs Head Start Center,Inactive Prospect,Onboarding,,,No,"Name, Website",https://scapnc.org/apply-for-head-start/,Red Springs,North Carolina,28377,9102773500,,,
0013u00001GlOHWAA3,Renaissance Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",www.renaissanceheadstart.org,Detroit,Michigan,48228-3156,(313) 272-1100,,,
001Rd00000BSjlRIAT,Renaissance Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",renheadstart.org,,,,,,,
0013u00001lNAuOAAW,Resources For Children And Families,Inactive Prospect,Onboarding,,,No,Website,headstartwashco.org,Hagerstown,Maryland,21740,3017976203,,,
0013u00001XCOB7AAP,Richland Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",https://www.nashville.gov/Metro-Action-Commission/Head-Start/Center-Locations.aspx,Nashville,Tennessee,37209,(615) 862-8935,Non-Target,,
0013u00001gQec0AAC,Rocky Boy Head Start,Inactive Prospect,Onboarding,,,No,Name,rockyk12.mt.us,Box Elder,Montana,59521,4063954640,,,
0013u00001byPvkAAE,Rosebud Sioux Tribe Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",rstheadstart.com,Winner,South Dakota,57580,6057472391,,,
0013u000019rslrAAA,Rosedale Head Start & Child Development Center,Inactive Prospect,Onboarding,,,No,Name,,Fort Worth,Texas,76105,817-457-7411,,,
0013u00001apvB5AAI,Ruth Dropkin Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",https://www.caaofokc.org/services/children-youth/head-start/,Oklahoma City,OK,73149,4056340401,,,
0011I00000tN5wWQAS,Rutland County Head Start,Inactive Prospect,Onboarding,,,No,Name,www.rchsccn.org,Rutland,Vermont,5701,#ERROR!,,,
001PB00000OABu2YAH,Sac County Head Start,Inactive Prospect,Onboarding,,,No,Name,,Sac,IA,50583,7126622629,,,
0013u00001UvvIRAAZ,Sacaton District 3 Head Start,Inactive Prospect,Onboarding,,,No,Name,gric.nsn.us,Sacaton,Arizona,85147,(520) 562-3423,Non-Target,,
0013u00001PvyyBAAR,SAINT PAUL'S CHILD DEVELOPMENT CENTER HEAD START,Inactive Prospect,Onboarding,,,No,Name,impassoc.org,LAWRENCEVILLE,VA,23868,4348489317,,,
0013u00001VSINnAAP,Salem Head Start,Inactive Prospect,Onboarding,,,No,Name,nadcinc.org,SALEM,Arkansas,72576,(870) 895-3434,,,
0011I000016B3jOQAS,Salem Head Start Child Development Center,Inactive Prospect,Onboarding,,,No,Name,https://www.salemchilddevelopmentcenter.org/contact,SALEM,Virginia,24153,5033639821,Enterprise,,
0013u00001cRPIJAA4,SALEM HEAD START-BCMW COMMUNITY SERVICES,Inactive Prospect,Onboarding,,,No,Name,http://www.bcmwhs.org/,SALEM,IL,62881,6185481020,,,
0013u00001QXnykAAD,San Jacinto County Head Start Child Development Center,Inactive Prospect,Onboarding,,,No,Name,get-cap.org,Coldspring,Texas,77331,936-653-3336,,,
0013u00001kGkB2AAK,Santee Sioux Nation Head Start,Inactive Prospect,SaaS Only Activated,Inactive,,No,Name,https://santeesiouxnation.net/directory.html,Niobrara,Nebraska,68760,(402) 857-2738,Single-Site,28,
0013u00001cTyTTAA0,Santo Domingo Pueblo Tribe - Santo Domingo Head Start,Inactive Prospect,Onboarding,,,No,Name,,Santo Domingo Pueblo,New Mexico,87052,505-465-2728 EXT 104,,,
0013u00001jDucSAAS,Sapulpa Early Head Start,Inactive Prospect,Onboarding,Free,,No,Name,http://www.ucapinc.org/,SAPULPA,Oklahoma,74066,9182827948,Non-Target,,
0013u00001SLEvLAAX,Sardis Head Start Center,Inactive Prospect,Onboarding,Free,,No,Name,https://gmntrico.org/,SARDIS,Ohio,43946,17407322388,,,
0013u00001UAD84AAH,Save the Children Head Start Jefferson Davis in Elton,Inactive Prospect,Onboarding,,,No,Name,https://www.rpsb.us/index.php/zone-2/huddle#d-f-huddle,Elton,Louisiana,70532,13376169556,Non-Target,,
0013u00001UA5JsAAL,Save The Children Head Start Patterson,Inactive Prospect,Onboarding,,,No,Name,savechildren.org,PATTERSON,Arkansas,72123,(870) 731-2005,,,
001Rd000000cM5yIAE,Schuyler County Head Start,Inactive Prospect,Onboarding,,,No,Name,capnemo.org,Kirksville,Missouri,63501,#ERROR!,,,
001PB00000ay76lYAA,Seguin Head Start Center,Inactive Prospect,Onboarding,,,No,Name,ccsct.org,Seguin,Texas,78155,8302940143,,,
001PB00000MYcO0YAL,Selkirk Fruendship Centre,Inactive Prospect,Onboarding,,,No,Website,https://www.brandonfriendshipcentreinc.ca/aboriginal-head-start-little-teaching-lodge,Brandon,Manitoba,R7A7E2,(204) 482-8656,,,
0013u00001e5qAkAAI,Selmer Head Start,Inactive Prospect,Onboarding,,,No,Name,https://www.swhrahs.org/service-area/mcnairy/,Selmer,Tennessee,38375,(731) 645-8953,,,
001Rd000004FTESIA4,Seminole Nation Head Start,Inactive Prospect,Onboarding,,,No,Name,http://sno-nsn.gov,Seminole,Oklahoma,74868,14056660677,,,
0013u00001TwpN3AAJ,Seneca County Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.abcdny.org,Seneca Falls,New York,13148,(315) 568-8774,,,
0013u00001fEGVzAAO,Sequatchie Valley Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Tennessee,,(423) 403-7515,Non-Target,,
001Rd000002RBe9IAG,Shasta Head Start - Burney,Inactive Prospect,Onboarding,,,No,"Name, Website",https://shastaheadstart.org/,Burney,CA,96013,5303352415,,,
0013u00001LLscdAAD,Shasta Head Start - Juniper,Inactive Prospect,Onboarding,,,No,Name,www.shastacoe.org/page.cfm?p=3064,Redding,California,96001,15302411036,,,
001Rd000002RBeAIAW,Shasta Head Start - Yreka,Inactive Prospect,Onboarding,,,No,"Name, Website",https://shastaheadstart.org/,Yreka,CA,96097,5308425787,,,
0013u00001oAxNYAA0,Shasta Head Start-Birchwood,Inactive Prospect,Onboarding,,,No,"Name, Website",https://shastaheadstart.org/,Redding,California,96002,5302211199,,,
001Rd00000Cn5R5IAJ,Shaw Head Start Center,Inactive Prospect,Onboarding,,,No,Name,,,Mississippi,,16626412299,,,
0013u00001mrtb9AAA,Sheffield Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",http://www.hcde-texas.org/default.aspx?name=016.headstart,Houston,Texas,77049,713-450-3813,,,
0013u00001oAJxvAAG,Sheila's Kiddie Cottage,Inactive Prospect,Onboarding,,,No,Website,http://www.kingsleyhouse.org/head-start/,NEW ORLEANS,Louisiana,70130-4641,#ERROR!,,,
001Rd00000HJFrCIAX,SHW Adventure Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Iowa,,(539) 237-0452,Non-Target,,
001Rd000005rmQFIAY,Sieda Community Action,Inactive Prospect,Onboarding,,,No,Website,https://www.sieda.org/child-development/head-start/,Ottumwa,Iowa,52501,6416928741,,,
001PB00000PHJnqYAH,Sierra Cascade family opportunities,Inactive Prospect,Onboarding,,,No,Website,headstart4u.org,Susanville,California,96130,15302572212,,,
001PB00000HjOpFYAV,SIU Carbondale Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Illinois,,61845304,,,
0013u00001G8WVtAAN,Skokomish Head Start,Inactive Prospect,Onboarding,Free,,No,Name,skokomish.org,Shelton,Washington,98584,3608779007,,,
0013u00001T3WFhAAN,SLP Port Barre Head Start/Early Head Start,Inactive Prospect,Onboarding,,,No,Name,slpsb.org,Port Barre,Louisiana,70577,3375856365,,,
0013u00001T3fUkAAJ,South Bronx Head Start I,Inactive Prospect,Onboarding,,,No,"Name, Website",southbronxheadstart.com,Bronx,New York,10454,(718) 292-7250,,,
0013u00001oBMylAAG,South Central Colorado Head Start-Sanford,Inactive Prospect,Onboarding,,,No,Name,sccohs.org,Sanford,CO,81151,7194200560,,,
0013u00001m9DsHAAU,South Coast Head Start,Inactive Prospect,Onboarding,,,No,Name,orcca.us,Coos Bay,Oregon,97420,5414357080,,,
0013u00001T3UgQAAV,South Plaquemines Head Start,Inactive Prospect,Onboarding,,,No,Name,,Port Sulphur,LA,70083,15045956343,,,
0013u000018AJcrAAG,Southern Oregon Head Start,Inactive Prospect,Onboarding,,,No,Name,socfc.org,Medford,Oregon,97501,5417345150,,,
001Rd00000CkSSDIA3,SPCAA Head Start,Inactive Prospect,Onboarding,,,No,Name,spcaa.org,Denver City,Texas,79323,8067628815,,,
0013u00001s5ThjAAE,"SRCAA, Inc/Head Start",Inactive Prospect,Onboarding,,,No,Name,srcaa.com,Norwood,North Carolina,28128,980-432-6423,,,
0013u00001eYSnMAAW,St. Clair County Head Start Inc.,Inactive Prospect,Onboarding,,,No,Name,http://www.jcceo.org,Birmingham,Alabama,35131,2053389694,,,
001PB00000TG6YbYAL,St. Ignatius Of Antioch Elementary School,Inactive Prospect,Onboarding,,,No,Website,https://www.ccdocle.org/locations/st-ignatius-head-start,Cleveland,Ohio,44111,2166710535,,,
0013u00001RTcrFAAT,St. Mark's Family Services Council Head Start Programs,Inactive Prospect,Onboarding,,,No,"Name, Website",http://www.stmarksheadstart.org,Brooklyn,New York,11226,(718) 287-7300,,,
0013u00001SIyV2AAL,ST. THOMAS HEAD START CENTER,Inactive Prospect,Onboarding,,,No,"Name, Website",https://hchra.org/head-start-early-head-start/,BOLTON,MS,39041,601-866-7619,,,
0013u00001CrF1ZAAV,St. Vincent de Paul Baltimore - Head Start,Inactive Prospect,Onboarding,,,No,Name,vincentbaltimore.org,,,,#ERROR!,,,
0013u00001d9pX6AAI,Stanley-Boyd Head Start,Inactive Prospect,Onboarding,,,No,Name,cesa11.k12.wi.us,Boyd,Wisconsin,54726-9401,17159862020,,,
0013u00001T3P8dAAF,STC Gold Street Head Start,Inactive Prospect,Onboarding,,,No,Name,,Natchitoches,Louisiana,71457,3183544143,,,
0013u00001Jv27FAAR,Stepping Stone Early Head Start,Inactive Prospect,Onboarding,Free,,No,Name,,,Arkansas,,9015787940,Non-Target,,
0013u00001fH94CAAS,SULPHUR INCA HEAD START,Inactive Prospect,Onboarding,,,No,Name,WWW.INCACAA.ORG,SULPHUR,Oklahoma,73086,5803523124,,,
0013u00001WU4sPAAT,Summer Madsen Early Head Start,Inactive Prospect,Onboarding,,,No,Name,,EUREKA,California,95503,7075021610,,,
0013u00001G6r2LAAR,Summer Preschool Early Learning Center Ii,Inactive Prospect,SaaS and Billing Activated,Inactive,,No,Website,https://nspheadstart.org/locations/summer-preschool-early-learning/,Detroit,Michigan,48221,(313) 345-5111,Single-Site,35,No
001PB00000M8wv0YAB,Sunrise Children's Foundation Early Head Start Desert,Inactive Prospect,Onboarding,Free,,No,Name,www.sunrisechildren.org,North Las Vegas,NV,89030,7026317130,,,
0013u00001VP2YeAAL,Swisher County Head Start,Inactive Prospect,Onboarding,Free,,No,Name,swisherhs.org,Tulia,Texas,79088,(806) 995-3225,,,
0013u00001a9OMPAA2,Sydnor Jennings Head Start Center,Inactive Prospect,Onboarding,,,No,Name,tricountyva.org,NATHALIE,Virginia,24577,(434) 349-2010,,,
001Rd000002mTubIAE,Tallatoona Head Start Floyd,Inactive Prospect,Onboarding,Free,,No,Name,tallatoonacap.org,Cartersville,Georgia,30120,14047235463,,13,
0013u00001byppAAAQ,Telamon Migrant and Seasonal Head Start,Inactive Prospect,Onboarding,,,No,Name,telamon.org,Elizabethton,Tennessee,37643,4236230703,,,
0013u00001DOZZDAA5,Teton Headstart Center,Inactive Prospect,Onboarding,,,No,Name,www.rmser.org,Denver,Colorado,80226-8114,(303) 937-1060,Non-Target,,
001PB00000XiX27YAF,"The Leaguers, Inc. Preschool Learning Acadmey",Inactive Prospect,Onboarding,,,No,Website,http://leaguers.org/early-head-start-head-start/,Newark,NJ,7108,9733713619,,,
0013u00001B0FUXAA3,The Learning Well,Inactive Prospect,Onboarding,Inactive,,No,Website,headstartprogram.us,Centre,Alabama,35960-2117,(256) 266-1289,Single-Site,,
001PB00000PCJa0YAH,Thigpen-Zavala headstart,Inactive Prospect,Onboarding,,,No,Name,http://www.mcallenisd.org/,Mcallen,Texas,78501,19566577870,,,
0013u00001lNCyUAAW,ThrivAlaska Head Start,Inactive Prospect,Onboarding,Free,,No,Name,http://thrivalaska.com/,Fairbanks,Alaska,99701,19074524267,,8,
0013u00001W2hZnAAJ,Tillamook Head Start - Tillamook OR Preschool Program,Inactive Prospect,Onboarding,,,No,"Name, Website",nworheadstart.org,Tillamook,Oregon,97141,(503) 842-5180,,,
001Rd000003oeDRIAY,Tlingit & Haida Head Start,Inactive Prospect,Onboarding,,,No,Name,,Juneau,Alaska,99801,907-463-7157,,,
0013u000016StHqAAK,"Tony Reyes Bilingual CDC, Too",Inactive Prospect,Onboarding,Inactive,,No,Website,http://lcdaok.com/programs/tony-reyes-bilingual-child-development-center-early-head-start/,Oklahoma City,OK,73099,4052360701,Single-Site,11,
0013u00001UeNR0AAN,Tri County Head start,Inactive Prospect,Onboarding,,,No,Name,teamtricounty.org,Evansdale,IA,50707,#ERROR!,,,
0013u00001UwVgoAAF,TRI-CAP Head Start - Jasper,Inactive Prospect,Onboarding,,,No,Name,tri-cap.net,Jasper,IN,47546,812-482-2233,Non-Target,,
0013u00001GkK47AAF,Tri-County Head Start,Inactive Prospect,Onboarding,,,No,Name,tricountyhs.org,Dowagiac,Michigan,49047,8007920366,,,
0013u00001jFpc7AAC,Tri-County Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.tricountyhs.org/,Casspolis,Michigan,49031,2696572581 ext. 133,,,
0013u00001VPOImAAP,Tri-County Head Start Center,Inactive Prospect,Onboarding,Free,,No,"Name, Website",http://www.tricountyheadstart.com,Defuniak Springs,Florida,32435-2900,18505489900,,,
001PB00000ZzMtvYAF,TSU/Tn Cares Early Head Start,Inactive Prospect,Onboarding,,,No,Name,www.tnstate.edu,Dresden,Tennessee,38225,7313642298,Non-Target,,
0013u00001SJboBAAT,Tuskgee-Macon County Head Start/Early Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",www.tmcheadstart.com,Tuskegee,Alabama,36083-1840,334-720-0638,,,
001Rd00000C70Z4IAJ,TVCCA Little Learners/Head Start,Inactive Prospect,Onboarding,,,No,Name,tvcca.org,Taftville,New York,6380,860-934-1021,,,
0013u00001kvIZiAAM,Two Rivers Head Start,Inactive Prospect,Onboarding,,,No,Name,trhsa.org,BELVIDERE,Illinois,61008,18008479010,,,
001PB00000LfzJZYAZ,Two Rivers Head Start Agency-Aurora,Inactive Prospect,Onboarding,,,No,Name,,,Illinois,,630-948-7894,,,
0013u00001MZJRcAAP,Tyler ISD Headstart,Inactive Prospect,Onboarding,Free,,No,Name,http://www.tylerisd.org/,Tyler,Texas,75701-0732,19032621955,,,
001PB00000OrxAeYAJ,UAMS Head Start/Early Head Start,Inactive Prospect,Onboarding,,,No,Name,uams.edu,Pine Bluff,Arkansas,71601,(501) 570-5000,,,
0013u00001nE2xzAAC,Uccac Saugerties Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",https://uccac.org/programs/head-start-early-head-start/,Saugerties,New York,12477,8453388750,,,
0013u00001TYjVvAAL,Union Head Start Center,Inactive Prospect,Onboarding,,,No,Name,eou.edu,Union,Oregon,97883,(541) 562-6057,,,
0013u00001MY5FpAAL,Union/Greene Head Start Center,Inactive Prospect,Onboarding,Free,,No,Name,WWW.FRIENDSOFCHILDREN.ORG,Richton,Mississippi,39476,16019826454,Non-Target,,
0013u00001c0dVZAAY,United Children And Family Head Start (UCFHS),Inactive Prospect,Onboarding,,,No,"Name, Website",https://detroitheadstart.com/united-children-and-family-head-start/,Detroit,Michigan,48213,(313) 432-1000,,,
0013u00001Ix8KbAAJ,University Infant And Preschool Center,Inactive Prospect,Onboarding,,,No,Website,pactheadstart.com,Macomb,Illinois,61455,12177733903,,,
0013u000019RKkcAAG,UpBring Head Start,Inactive Prospect,Onboarding,Free,,No,"Name, Website",https://upbring.org/head-start-preschool,Freeport,Texas,77541,3612226069,,,
001PB00000LhsHBYAZ,Upbring Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Texas,,13612442413,,,
0013u00001OF2d2AAD,Upbring Head Start- Azle,Inactive Prospect,Onboarding,Free,,No,"Name, Website",https://upbring.org/head-start-preschool/campus-locations,AZLE,Texas,76020,(512) 355-0616,Non-Target,,
001Rd00000AtcoTIAR,Upper Island Women of Native Ancestry/ Comox Valley Aboriginal Head Start Preschool,Inactive Prospect,Onboarding,,,No,Name,uiwona.ca,,British Columbia,,(604) 816-9540,,,
0013u00001e4bGAAAY,Upper Sandusky Head Start,Inactive Prospect,Onboarding,,,No,Name,hhwpcac.com,UPPER SANDUSKY,Ohio,43351,(419) 209-0715,,,
0013u00001fAqFjAAK,Urban League Clarence L Barney Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",https://urbanleaguela.org/headstart/,New Orleans,LA,70126,5049440801,,,
0013u00001eMrZyAAK,Urban League Head Start,Inactive Prospect,Onboarding,,,No,Name,ulstl.com,JENNINGS,Missouri,63136-5062,3148679100,,,
0013u00001W3g7dAAB,Urban Strategies Early Head Start,Inactive Prospect,Onboarding,,,No,Name,urbanstrategies.us,,Texas,,(956) 250-9253,,,
0013u00001ms7XaAAI,Urban Strategies Head Start,Inactive Prospect,Onboarding,Free,,No,"Name, Website",https://earlyheadstart.urbanstrategies.us/,PHOENIX,Arizona,85009,6023535315,,,
001Rd00000GNq9rIAD,Vallley brook head start,Inactive Prospect,Onboarding,,,No,Name,,,Oklahoma,,4057636980,,,
