SF Link,Account Name,Status,Combined Activation Status,Brightwheel Plan,Monthly Spend,EC Customer,K12 Signal,Website,City,State,Zip,Phone,Customer Type,Active Students,Billing Active (L30D)
0013u00001XpJi9AAF,Newport-Mesa Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),WWW.NMUSD.US,Costa Mesa,California,92627,9495156740,,,
0013u00001s8gNnAAI,Newport-Mesa Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),nmusd.us,Costa Mesa,CA,92627,7144245000,,,
0013u00001a8yStAAI,Nicollet Early Childhood Special Ed,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",isd507.k12.mn.us,Nicollet,Minnesota,56074,5072323411,,,
0013u00001dVg8QAAS,Nina Otero Community School,Inactive Prospect,Onboarding,,,No,Contact Email,https://amybiehl.sfps.info/,Santa Fe,New Mexico,87507,5054674200,,,
0013u00001RQwBfAAL,NMPreK-P (Clovis MS) Bayard Elementary,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",cobre.k12.nm.us,Bayard,New Mexico,88023,5755374040,,,
0013u00001ZPeyqAAD,NMPreK-P Wagon Mound Elementary,Inactive Prospect,Onboarding,,,No,Website,wm.k12.nm.us,Wagon Mound,New Mexico,87752,(575) 666-3000,,,
0013u00001SLl2uAAD,North Callaway R-I,Inactive Prospect,Onboarding,,,No,Website,http://www.nc.k12.mo.us/,KINGDOM CITY,Missouri,65262-1820,5733862214,,,
0013u00001OF35aAAD,North Medford High School Cdc - Medford OR Child Care Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",medford.k12.or.us,Medford,Oregon,97504,(541) 842-1289,,,
001PB00000NVzd4YAD,North Panola School District,Inactive Prospect,Onboarding,,,No,Name (District),northpanolaschools.org,,Mississippi,,(662) 487-3029,,,
0013u00001OGsyIAAT,North Scott Child Care-White,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",https://www.north-scott.k12.ia.us/students-families/north-scott-child-care.cfm,Eldridge,Iowa,52748,(563) 285-4450,,5,
001Rd000009wuHbIAI,Northeast Nodaway Elementary,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",nen.k12.mo.us,,Missouri,,660-937-3125,Non-Target,,
001PB00000R7JO9YAN,Northrop Readiness Plus,Inactive Prospect,Onboarding,,,No,Contact Email,http://www.rochesterce.org/earlychildhood/school_readiness/,Rochester,Minnesota,55901,(507)328-4000,,,
001PB00000H5esjYAB,Northwest Elementary School,Inactive Prospect,Onboarding,,,No,Website,https://www.northwest.k12.mo.us/,Houstonia,MO,65333,6605683315,,,
0013u00001W13d0AAB,NSA 63rd Street Multicultural Academy,Inactive Prospect,Onboarding,Free,,No,Website,macs.k12.pa.us,PHILADELPHIA,Pennsylvania,19139,12672923573,,,
0013u00001Uw6NeAAJ,Oceana County Early Learning Center,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",shelby.k12.mi.us,Hart,Michigan,49420,12318738111,,,
001PB00000Kl89xYAB,Odessa School District,Inactive Prospect,Onboarding,,,No,Name (District),odessasd.org,,Washington,,(509) 988-0630,,,
0013u00001QateTAAR,Old Dock Elementary - Columbus County Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",columbus.k12.nc.us,Whiteville,North Carolina,28472,(910) 642-2084,,,
001PB00000M65ErYAJ,Oregon City School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",orecity.k12.or.us,,Oregon,,(503) 732-6261,,,
001Rd00000DIh2EIAT,Osborn School District,Inactive Prospect,Onboarding,Free,,No,Name (District),osbornsd.org,Phoenix,Arizona,85013,(602) 707-2036,,15,
0013u00001NO1NuAAL,Othello District Preschool,Inactive Prospect,Onboarding,,,No,Name (District),othelloschools.org,Othello,WA,99344,5094884544,,,
001Rd00000HPyAUIA1,PACE Daycare Center,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",nclack.k12.or.us,,Oregon,,(503) 353-5900,,,
0013u00001aoyBHAAY,PACIFIC SOUTHWEST DISTRICT SCHOOL MINISTRIES,Inactive Prospect,Onboarding,,,No,Name (District),psd-lcms.org,,California,,(949) 854-3232,Non-Target,,
001Rd000009Zg5cIAC,Palmdale School District,Inactive Prospect,Onboarding,,,No,Name (District),palmdalesd.org,Palmdale,California,93550,6616184972,,,
0013u00001GlfCCAAZ,Parents And Children Together At Tech,Inactive Prospect,Onboarding,,,No,Contact Email,http://pacttprogram.wix.com/pactt?fbclid=IwAR0mAi3t56cpooSZ_8Msf_m3g7_nOHJy0VU16dAEktzyEpchjMTXfPdbtec,GEORGETOWN,Delaware,19947,(302) 856-3490,,,
001PB00000XcdVGYAZ,Park County school district re2,Inactive Prospect,Onboarding,,,No,Name (District),,,Colorado,,17198364434,,,
001PB00000IDQ0yYAH,Park district,Inactive Prospect,Onboarding,,,No,Name (District),,,Illinois,,7084205247,,,
0013u00001asltXAAQ,Park District of Oak Park,Inactive Prospect,Onboarding,,,No,Name (District),,,Pennsylvania,,(708) 218-5618,Non-Target,,
0013u00001m7OhBAAU,Park Ridge Park District,Inactive Prospect,Onboarding,,,No,Name (District),prparks.org,Park Ridge,Illinois,60068-2180,(847) 692-3570,,,
0013u00001UNeikAAD,Paso Robles school district,Inactive Prospect,Onboarding,,,No,Name (District),,,California,,(408) 904-9741,Non-Target,,
001PB00000OsYWnYAN,"Dixon School District #9- Dixon, MT",Active Premium Customer,SaaS and Billing Activated,Premium,$49.00,No,Name (District),dixonschool.org,Dixon,Montana,59831,406-246-3566,Single-Site,12,Yes
0013u00001i6EnhAAE,Paul J. Blackwell Learning Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",elbert.k12.ga.us,Elberton,GA,30635,7062134411,,,
0013u00001TnSPyAAN,Pelican Babies Child Care Ctr,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",https://www.facebook.com/pelicanbabies.kfalls.k12.or.us/,Klamath Falls,Oregon,97601,(541) 885-4274,,,
0013u00001OFayyAAD,Peralta Community College District,Inactive Prospect,Onboarding,,,No,Name (District),peralta.edu,Oakland,California,94607-4808,15104643574,,,
0013u00001fbEzFAAU,Perry CSD,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",g.perry.k12.ia.us,Perry,Iowa,50220,(515) 465-8264,,,
001Rd00000BpL91IAF,Philadelphia School District,Inactive Prospect,Onboarding,,,No,Name (District),,,Pennsylvania,,16102207798,Non-Target,,
001PB00000VOmpgYAD,Picayune Head Start,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",pcu.k12.ms.us,,Mississippi,,(601) 799-1716,,,
0013u00001inH40AAE,Piggott Abc/Ec Preschool,Inactive Prospect,Onboarding,,,No,Contact Email,piggottschools.net,Piggott,AR,72454,8705981245,,,
001Rd00000ABuigIAD,Pike Township Loving Care,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",pike.k12.in.us,Indianapolis,Indiana,46254,317-388-7842,,,
0013u00001Xou2pAAB,Pine Island Academy II LLC,Inactive Prospect,Onboarding,,,No,Website,https://www-pia.stjohns.k12.fl.us/,Cape Coral,Florida,33909,12394584555,,,
0013u00001RQLZDAA5,Pine Ridge Trailer Tots,Inactive Prospect,Onboarding,,,No,Website,pineridge.k12.ca.us/,Auberry,California,93602,(559) 841-2444,Non-Target,,
0013u00001OFJTWAA5,Piney Creek School PreK,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",alleghany.k12.nc.us,Piney Creek,North Carolina,28663,336-359-2988,,,
0013u00001PvFLdAAN,Pinon Elementary,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",sfps.k12.nm.us,Santa Fe,New Mexico,87507,(505) 467-2609,,,
0013u00001c0EuDAAU,Plano Independent School district,Inactive Prospect,Onboarding,Free,,No,Name (District),www.pisd.edu/staff/child.care/,Plano,Texas,75074 6047,(469) 752-4380,,,
0013u00001fEERCAA4,Pleasantville Community Schools & Preschool,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",pleasantville.k12.ia.us,Pleasantville,Iowa,50225,(515) 848-0566,,,
001Rd00000DgtTdIAJ,Plumas Unified School District,Inactive Prospect,Onboarding,,,No,"Contact Email, Name (District)",,Quincy,California,95971,,,,
0013u00001T35kLAAR,Plymouth Early Childhood Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",https://www.plymouth.k12.ma.us/site/Default.aspx?PageID=753,Plymouth,Massachusetts,02360-2660,508-830-4347,,,
001Rd00000D0ERiIAN,Polo Elementary,Inactive Prospect,Onboarding,,,No,Website,polo.k12.mo.us,Polo,Missouri,64671,6603542200,,,
001PB00000Hdi1RYAR,Pontiac School District,Inactive Prospect,Onboarding,,,No,Name (District),pontiacschools.org,,Michigan,,(248) 991-5900,,,
0011I00000ZWgOSQA1,Poplar Bluff Early Childhood Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",pb.k12.mo.us,Poplar Bluff,Missouri,63901,5737856803,,,
001PB00000NKWl4YAH,Port Huron Area School District,Inactive Prospect,Onboarding,,,No,Name (District),phasd.us,Port Huron,Michigan,48060,(810) 984-3101,,,
001PB00000OFIDLYA5,Porter County Education Services-—Special Education Learning Facility,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",pces.k12.in.us,,Indiana,,2198501905,,,
001Rd000003R7lJIAS,Pre-K,Inactive Prospect,Onboarding,Free,,No,Website,ecpps.k12.uc.nc,,North Carolina,,12525622368,Non-Target,,
001Rd00000HPtXOIA1,Precious Lil' Jewels Early Childhood Enrichment,Inactive Prospect,Onboarding,,,No,Website,https://miller.mvsc.k12.in.us/,Merrillville,IN,46410,2198889375,,,
0013u00001TxJzOAAV,Preschool at our School District,Inactive Prospect,Onboarding,,,No,Name (District),,,Idaho,,(208) 830-2443,,,
0013u00001QZy4iAAD,PrimeTime Discovery - Monte Sano Elementary School,Inactive Prospect,Onboarding,,,No,Contact Email,myon.com,Augusta,Georgia,30901,(706) 481-1813,,,
001Rd00000Fip7rIAB,Prince of Peace Preschool &Childcare,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",staff.prince.pvt.k12.ia.us,Clinton,Iowa,52732,(563) 242-9258,,1,
001Rd000001QD7WIAW,Public Schools Of Robeson County,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",https://www.robeson.k12.nc.us/o/peterson,Saint Pauls,North Carolina,28384,(910)740-0686,,,
0013u00001XnzmeAAB,Pueblo District 70,Inactive Prospect,Onboarding,,,No,Name (District),district70.org,Pueblo West,Colorado,81007,17195420220,,,
0013u00001SKQXuAAP,Putnam County Head Start,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",http://www.putnam.k12.ga.us,Eatonton,Georgia,31024,17064858081,,,
0013u00001oBWq0AAG,Putnam County School District,Inactive Prospect,Onboarding,,,No,Name (District),my.putnamschools.org,Hawthorne,Florida,32640,(386) 312-4906,,,
001PB00000PQ3AOYA1,PVL School District,Inactive Prospect,Onboarding,Free,,No,Name (District),,,Ohio,,#ERROR!,Non-Target,,
0013u00001m9aN6AAI,pvt.k12.ia.us,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",https://sites.google.com/a/stjoseph-nh.pvt.k12.ia.us/panthers/announcements,New Hampton,Iowa,50629,(641) 394-2865,,,
0013u00001dUzziAAC,Pyes Dc,Inactive Prospect,Onboarding,,,No,Website,puxico.k12.mo.us,Houston,Texas,77053,281-437-5962,,,
001PB00000RGe0MYAT,Quailwood Daycare,Inactive Prospect,Onboarding,,,No,Website,quailwood.fruitvale.k12.ca.us/apps/pages/index.jsp,Bakersfield,California,93309,(661) 832-0609,,,
0013u00001LNrOfAAL,R.G. Drage Career Center,Inactive Prospect,Onboarding,,,No,Website,drage.stark.k12.oh.us,Massillon,Ohio,44710,(330) 832-9856,,,
0013u00001dBN5qAAG,Raider Childcare Center- Jamie,Inactive Prospect,Onboarding,,,No,Contact Email,http://www.woodbridgeraiders.net/,Greenwood,Delaware,19950,(302) 349-4539,,,
001PB00000H5M1KYAV,Rancho Simi Recreation and Park District,Inactive Prospect,Onboarding,,,No,Name (District),,,California,,8053281219,,,
0013u00001WTBnBAAX,Rayne Head Start Center (our Mother Of Mercy/rayne Head Start) - Rayne LA Child Day Care - Type III,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",http://www.acadia.k12.la.us/ewes/,Rayne,Louisiana,70578,13377836377,,,
001Rd000002RfcDIAS,Rcboe,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",boe.richmond.k12.ga.us,,Georgia,,17065135726,,,
001Rd00000EBKZeIAP,Red Clay Consolidated School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",redclay.k12.de.us,Wilmington,Delaware,19804-1643,2674961540,Non-Target,,
001Rd00000F49gnIAB,Reeds Spring Primary School,Inactive Prospect,Onboarding,Free,,Yes,"Website, Contact Email",wolves.k12.mo.us,,Missouri,,(417) 272-3241,,,
0013u00001MY5NtAAL,Richgrove District State Preschool,Inactive Prospect,Onboarding,Free,,No,Name (District),richgrove.org,Richgrove,California,93261,16617252424,,,
001PB00000LCjq7YAD,Richland School District,Inactive Prospect,Onboarding,,,No,Name (District),rsdshafter.org,Shafter,California,93263,661-343-2865,,,
0013u00001fHENpAAO,Richland School district,Inactive Prospect,Onboarding,,,No,Name (District),https://greatclubs.org/,Richland,Washington,99352,15099676000,,,
001PB00000Uy72AYAR,Ridgefield School District,Inactive Prospect,Onboarding,,,No,Name (District),www.ridgefieldsd.org,Ridgefield,Arizona,98642,(360) 904-2168,,,
0013u00001MZnCGAA1,Ritenour School for Early Childhood,Inactive Prospect,Onboarding,,,No,Website,http://www.ritenour.k12.mo.us,St. Louis,Missouri,63114,13144949326,,,
001Rd000007nRpRIAU,Riverside Community College District Early Childhood Studies,Inactive Prospect,Onboarding,,,No,Name (District),http://www.rcc.edu/departments/earlychildhoodstudies,Riverside,California,92506,(951) 222-8902,,,
0013u00001QWwHKAA1,Riverview Elementary School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",hertford.k12.nc.us,Murfreesboro,North Carolina,27855,(252) 398-4862,,,
001PB00000QKZU5YAP,Riverview Gardens School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",rgsd.k12.mo.us,Saint Louis,Missouri,63137,(314) 869-2505,Non-Target,,
001PB00000YdzMdYAJ,Robbins Children Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",http://winship-robbins.sutter.k12.ca.us,Robbins,California,95676,(530) 738-4386,,,
001PB00000M7bJAYAZ,Robla School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",robla.k12.ca.us,Sacramento,California,95838,(916) 649-5248,,,
0013u00001UNg8HAAT,Rocky Boy School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",rockboy.k12.mt.us,Box Elder,Montana,59521,4063954474,Non-Target,,
0013u00001UafrdAAB,Rocky Mountain Elementary Asp - Cobb County School District,Inactive Prospect,Onboarding,,,No,Name (District),cobbk12.org,Marietta,Georgia,30066,(770) 591-5050,,,
0013u00001GmPHBAA3,Rollins Early Childhood Center,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",lawrence.k12.ma.us,Lawrence,Massachusetts,01841-2998,617-699-6492,,16,
0013u00001JiapIAAR,Romeo Community School District- Hevel Preschool And S.A.C.C.,Inactive Prospect,Onboarding,,,No,Name (District),romeok12.org,Washington,Michigan,48094,(586)531-6259,,,
001PB00000Gt0arYAB,Romoland School District,Inactive Prospect,Onboarding,,,No,Name (District),romoland.net,Romoland,California,92585-9660,951-928-2924,,,
0011I00000EFom8QAD,Roosevelt School District,Inactive Prospect,Onboarding,Free,,No,Name (District),,,,,,Single-Site,,
0013u00001OGo8tAAD,Roots And Branches Community Childc,Inactive Prospect,Onboarding,Free,,No,Website,frederic.k12.wi.us,Frederic,Wisconsin,54837-7915,(715) 327-4207,,,
001PB00000LUH0xYAH,Rose Bud ABC,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",rbsd.k12.ar.us,Rose Bud,Arkansas,72137,5015565152,,,
001PB00000VKUo5YAH,Roseburg High School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",roseburg.k12.or.us,,Oregon,,(541) 580-0382,,,
0013u00001kPMPWAA4,ROSS-PIKE ESD PRESCHOOL-ADENA,Inactive Prospect,Onboarding,,,No,Website,https://www.adena.k12.oh.us/o/adena-local-schools/page/adena-preschool,Frankfort,Ohio,45628,(740) 998-5293,,,
0011I00000EFm8pQAD,Rothsay Public School District (0850-01),Inactive Prospect,Onboarding,,,No,"Website, Name (District)",rothsay.k12.mn.us,ROTHSAY,Minnesota,56579,2188672117,,,
0011I00000EFomDQAT,Rothsay School Child Care,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",rothsay.k12.mn.us,Rothsay,Minnesota,56579,(218) 867-2911,Single-Site,8,
001PB00000SZUhRYAX,Rush County Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",rushville.k12.in.us,,Indiana,,7659381616,,,
0013u00001UvvIRAAZ,Sacaton District 3 Head Start,Inactive Prospect,Onboarding,,,No,Name (District),gric.nsn.us,Sacaton,Arizona,85147,(520) 562-3423,Non-Target,,
001Rd000000mNAQIA2,Sacaton Elementary School District 18,Inactive Prospect,Onboarding,,,No,Name (District),sacatonschools.org,Sacaton,Arizona,85147,(520) 562-8600,,,
0013u00001i4Fi6AAE,Sade Saulter PreK,Inactive Prospect,Onboarding,,,No,Website,pitt.k12.nc.us,Greenville,North Carolina,27834,2523552411,Non-Target,,
001Rd00000GyVplIAF,San Bruno Park School District,Inactive Prospect,Onboarding,,,No,"Contact Email, Name (District)",,,CA,,,,,
0013u00001RPaVBAA1,San Carlos School District,Inactive Prospect,Onboarding,Free,,No,Name (District),scsdk8.org,SAN CARLOS,California,94070,6507439384,,,
001Rd00000FHoW1IAL,San Carlos School District,Inactive Prospect,Onboarding,,,No,Name (District),http://mariposa.scsdk8.org,San Carlos,Michigan,94070,6502248157,Non-Target,,
0013u00001oSdrcAAC,Sandusky GSRP Mrs.Campbell,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",sandusky.k12.mi.us,,Michigan,,18104045230,,,
0013u00001jFs3AAAS,Santa Clara Unified School District Family Child Education,Inactive Prospect,Onboarding,,,No,Name (District),scusd.net,Santa Clara,CA,95050,4084233675,Non-Target,,
001PB00000NWkH4YAL,Santee School District,Inactive Prospect,Onboarding,,,No,Name (District),,,California,,(619) 902-6379,,,
001PB00000PLMX4YAP,Saugus Union School District,Inactive Prospect,Onboarding,Free,,Yes,Name (District),saugususd.org,,California,,(661) 294-5360,,,
001Rd00000HEWuIIAX,Save the Children Lake LA,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",wilsona.k12.ca.us,,California,,(626) 885-1953,Non-Target,,
0013u00001s5U5AAAU,Sbcusd,Inactive Prospect,Onboarding,,,No,Website,sbcusd.k12.ca.us,Highland,California,92407,9092442860,Non-Target,,
001PB00000XnCxwYAF,School City of Hammond,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",hammond.k12.in.us,,Indiana,,2199332400 ext 1061,,,
0013u00001YXg4rAAD,School District,Inactive Prospect,Onboarding,Free,,No,Name (District),https://bruce.smbsd.org/about-us,Santa Maria,California,93458,18053616995,,,
0013u00001cRoMSAA0,School District #9 Child Care Center,Inactive Prospect,Onboarding,,,No,"Contact Email, Name (District)",cbsd.org,Browning,Montana,59417,14063383445,,,
001Rd000007lUrRIAU,School District of Mauston,Inactive Prospect,Onboarding,,,No,Name (District),maustonschools.org,Mauston,Wisconsin,53948,(608) 847-5451,,,
0013u00001Py9SXAAZ,School District Of Mystery Lake,Inactive Prospect,Onboarding,,,No,Name (District),www.mysterynet.mb.ca,Thompson,MB,R8N 0C5,(204) 677-6150,,,
001PB00000HpRE9YAN,School District of Philadelphia,Inactive Prospect,Onboarding,Free,,No,Name (District),https://www.philasd.org/charterschools/old/the-philadelphia-charter-school-for-arts-and-sciences/,Philadelphia,Pennsylvania,19123,(267) 872-1417,,,
001Rd00000DHtlOIAT,School District of Somerset - Spartan Kids Club,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",somerset.k12.wi.us,Somerset,Wisconsin,54025,(715) 417-8695,,,
0013u00001UdnX7AAJ,Scotland Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",scotland.k12.nc.us,Laurinburg,North Carolina,28352,(910) 277-4356,Non-Target,,
0013u00001QZvqiAAD,SCPPS,Inactive Prospect,Onboarding,,,No,Website,stcharles.k12.la.us,Destrehan,LA,70047,9857250123,,,
001PB00000L0enmYAB,Scranton School District - Monticello,Inactive Prospect,Onboarding,Free,,No,Name (District),ssdedu.org,,Pennsylvania,,(272) 235-5545,Non-Target,,
001Rd00000ADzZOIA1,Seaborn Elementary School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",weathersfield.k12.oh.us,,Ohio,,6143239574,,,
001Rd00000HJx5qIAD,Seymour Redding Elementary - Grads Preschool,Inactive Prospect,Onboarding,,,No,Website,https://redding.scsc.k12.in.us/,Seymour,IN,47274,8125225621,,,
001Rd00000DgjdyIAB,Shell Knob School District #78,Inactive Prospect,Onboarding,,,No,Name (District),,Shell Knob,MO,65747,,,,
0011I0000115K6JQAU,Shoreline School District,Inactive Prospect,Onboarding,Free,,No,Name (District),shorelineschools.org,,Washington,,2063934353,Single-Site,,
0013u00001W2Ir2AAF,Shoshone-Bannock School District No 512,Inactive Prospect,Onboarding,,,No,Name (District),sbtribes.com,Fort Hall,ID,83203,2082384200,,,
0013u00001ap3yTAAQ,Sierra Vista Unified School District,Inactive Prospect,Onboarding,Free,,Yes,Name (District),svusd68.org,Sierra Vista,Arizona,85635,15205152738,,,
001PB00000LqeIMYAZ,Somersworth School District,Inactive Prospect,Onboarding,,,No,Name (District),sau56.org,Somersworth,Maine,3878,(603) 692-4450,,,
001Rd00000HBNnVIAX,Soumya Moorti,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",compton.k12.ca.us,Compton,CA,90221,#ERROR!,,,
0011I00000EFm2vQAD,South Burlington School District,Inactive Prospect,Onboarding,,,No,Name (District),sbschools.net,SOUTH BURLINGTON,Vermont,5403,1 (802) 652-7000,,,
001Rd00000A0va1IAB,South Central Elementary School,Inactive Prospect,Onboarding,,,No,Website,scentral.k12.in.us,Union Mills,Indiana,46382,(219) 767-2269,,,
0013u00001HPgvXAAT,South Hamilton Preschool,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",s-hamilton.k12.ia.us,Jewell,Iowa,50130,(515) 827-5096,,,
0013u00001asGHEAA2,USD 243 Lebo district,Active Premium Customer,SaaS and Billing Activated,Premium,$27.50,No,Name (District),usd243ks.org,,Kansas,,(620) 757-8505,Multi-Site Parent,12,Yes
001PB00000KlcCoYAJ,South River Elem ECSE,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",rockingham.k12.va.us,Elkton,Virginia,22827,15403837038,,,
0013u00001YWyNkAAL,Special Beginnings - HCOE,Inactive Prospect,Onboarding,Inactive,,No,Website,humboldt.k12.ca.us,FORTUNA,California,95540,(707) 540-5692,Single-Site,248,
0013u00001T2NzwAAF,Spencer School District,Inactive Prospect,Onboarding,,,No,Name (District),webnode.com,SPENCER,Tennessee,38585,(931) 946-2442,,,
0011I00000uZb1BQAS,St John'S Christian Day Care,Inactive Prospect,Onboarding,,,No,Website,xavier.pvt.k12.ia.us,Monticello,Iowa,52310,(319) 465-5369,Non-Target,,
0013u00001T2PLKAA3,St Lawrence School,Inactive Prospect,Onboarding,,,No,Website,http://stlawrence.k12.sd.us/stlw/Home.html,Milbank,South Dakota,57252-2099,(605)432-5673,,,
0011I00000lXZCzQAO,St. Charles Early Childhood Center,Inactive Prospect,Onboarding,Free,,No,Contact Email,http://www.mcdonellareacatholicschools.org/academics/elementary.cfm,Mondovi,Wisconsin,54729-1737,7157232161,Single-Site,38,
0013u00001QZvv3AAD,St. Charles Parish Public Schools,Inactive Prospect,Onboarding,,,No,Contact Email,https://www.wearescpps.org/,Hahnville,Other,70057,9857836617,,,
0013u00001P5IZfAAN,St. James Community Child Care,Inactive Prospect,Onboarding,,,No,Website,http://www.stjames.k12.mn.us,Saint James,Minnesota,56081,507-375-4517,,,
001PB00000KD3UPYA1,St. John of the Cross,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",sjc.pvt.k12.il.us,,Illinois,,(773) 970-6009,,,
001Rd00000Er0JZIAZ,St. Simon’s Elementary,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",glynn.k12.ga.us,Brunswick,Georgia,31523,(912) 638-2851,,,
0013u00001JhW0xAAF,St. Vrain Valley School District,Inactive Prospect,Onboarding,,,No,Name (District),svvsd.org,Longmont,Colorado,80501,7202125538,,,
0013u00001d9pX6AAI,Stanley-Boyd Head Start,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",cesa11.k12.wi.us,Boyd,Wisconsin,54726-9401,17159862020,,,
001Rd00000EmwjBIAR,Star City School District,Inactive Prospect,Onboarding,,,No,Name (District),https://www.starcityschools.com/,Star City,Arkansas,71667,(866) 446-3647,Non-Target,,
0013u00001YXLYQAA5,Starms Ecc,Inactive Prospect,Onboarding,,,No,Website,http://www5.milwaukee.k12.wi.us/school/starms/,Milwaukee,Wisconsin,53205-1042,14149344711,,,
0013u00001cRpz6AAC,Steinhatchee School,Inactive Prospect,Onboarding,,,No,Website,taylor.k12.fl.us,Steinhatchee,Florida,32359,13524983303,,,
001Rd00000Ay5clIAB,Stephen Knight Center for Early Education- Denver Public School District,Inactive Prospect,Onboarding,,,No,Name (District),http://http://skcee.dpsk12.org/,Denver,CO,80209,(720) 424-6500,,,
0013u00001JwzGHAAZ,Stevens Point Area Public School District,Inactive Prospect,Onboarding,,,No,Name (District),,,Wisconsin,,7153457393,,,
0013u00001P6VXmAAN,Stockton Unified School District,Inactive Prospect,Onboarding,Free,,No,Name (District),stocktonusd.netVanBuren,Stockton,California,95206,12099337180,Non-Target,,
0013u00001TWZqIAAX,Sunrise Recreation And Park District Antelope Me,Inactive Prospect,Onboarding,,,No,Name (District),www.sunriseparks.com,Antelope,California,95843-5195,(916) 725-0794,,,
0013u00001NMxrYAAT,SUTTER COUNTY SCHOOLS,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",sutter.k12.ca.us,Rio Oso,California,95674,(530) 633-2523,,,
0013u00001i6jIkAAI,Suwannee County School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",suwannee.k12.fl.us,,Georgia,,(386) 647-4625,,,
0013u00001pJ5d1AAC,Suzies Spot,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",sthelens.k12.or.us,Saint Helens,Oregon,97051,5033972621,Non-Target,,
001PB00000RQHs8YAH,svps.k12.az.us,Inactive Prospect,Onboarding,,,No,Website,svps.k12.az.us,,,,5205152729,,,
0013u00001WT9EfAAL,SVVSD-St. Vrain Valley School District,Inactive Prospect,Onboarding,,,No,Name (District),,,Colorado,,720-840-5483,,,
0013u00001ikNnmAAE,Swan Valley Learning Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",swanvalley.k12.mi.us,,Michigan,,(989) 598-6284,,,
0013u00001OHRD6AAP,Syracuse City School District - Jennifer,Inactive Prospect,Onboarding,,,No,Name (District),http://www.syracusecityschools.com/syrlatin,Syracuse,New York,13206,13158074370,,,
0013u00001GmYPTAA3,T.U.S.D.#1 - Brichta Infant & Early Learning Center,Inactive Prospect,Onboarding,,,No,Website,https://www.tustin.k12.ca.us/beswick,TUCSON,Arizona,85745,(520)225-1100,,,
0013u00001JjguGAAR,Tammy Powers Nest,Inactive Prospect,Onboarding,,,No,Website,https://svs.asd.k12.pa.us/,RURAL VALLEY,Pennsylvania,16249,7247832402,,,
